Canal,Dispositivo,Descricao,Temp_Range,Simplex_Range,Media,Atual_Simplex,Atual_Perc,Pico_Simplex,Pico_Perc,Status,Tipo,Atual_Temp,Pico_Temp
M2,69,N1-L02-069-DF-SL REC FEDERAL-TE-PE,,132,64,64,0%,64,0%,NOR,DF,,
M2,70,N1-L02-070-DF-SL REC FEDERAL-TE-PE,,134,66,66,0%,68,0%,NOR,DF,,
M2,71,N1-L02-071-DF-WC-TE-PE,,122,54,55,0%,83,36%,NOR,DF,,
M2,72,N1-L02-072-DF-WC-TE-PE,,140,72,72,0%,72,0%,NOR,DF,,
M2,73,N1-L02-073-DF-SL DISPONIVEL-TE-PE,,146,78,79,0%,79,0%,NOR,DF,,
M2,74,N1-L02-074-DF-SL DISPONIVEL-TE-PE,,138,70,71,0%,71,0%,NOR,DF,,
M2,75,N1-L02-075-DF-SL DISPONIVEL-TE-PE,,135,67,67,0%,68,0%,NOR,DF,,
M2,76,N1-L02-076-DF-SL DISPONIVEL-TE-PE,,151,83,81,0%,87,4%,NOR,DF,,
M2,77,N1-L02-077-DF-CORREDOR REC FEDERAL-TE,,129,61,61,0%,61,0%,NOR,DF,,
M2,78,N1-L02-078-DF-CORREDOR REC FEDERAL-TE,,136,68,69,0%,69,0%,NOR,DF,,
M2,79,N1-L02-079-DF-SL REC FEDERAL-TE-PE,,150,82,81,0%,87,4%,NOR,DF,,
M2,80,N1-L02-080-DF-SL REC FEDERAL-TE-PE,,136,68,68,0%,68,0%,NOR,DF,,
M2,81,N1-L02-081-DF-CORREDOR DE BAGAGEM-TE-,,142,74,75,0%,75,0%,NOR,DF,,
M2,82,N1-L02-082-DF-CORREDOR DE BAGAGEM-TE-,,138,70,70,0%,72,0%,NOR,DF,,
M2,83,N1-L02-083-DF-SL REC FEDERAL-TE-PE,,150,82,82,0%,82,0%,NOR,DF,,
M2,84,N1-L02-084-DF-SL REC FEDERAL-TE-PE,,132,64,63,0%,64,0%,NOR,DF,,
M2,85,N1-L02-085-DF-SL REC FEDERAL-TE-PE,,145,77,78,0%,78,0%,NOR,DF,,
M2,86,N1-L02-086-DF-SL REC FEDERAL-TE-PE,,137,69,69,0%,80,12%,NOR,DF,,
M2,87,N1-L02-087-DF-SL REC FEDERAL-TE-PE,,140,72,73,0%,73,0%,NOR,DF,,
M2,88,N1-L02-088-DF-SL REC FEDERAL-TE-PE,,133,65,65,0%,65,0%,NOR,DF,,
M2,89,N1-L02-089-DF-SL REC FEDERAL-TE-PE,,137,69,69,0%,69,0%,NOR,DF,,
M2,90,N1-L02-090-DF-SL REC FEDERAL-TE-PE,,128,60,61,0%,61,0%,NOR,DF,,
M2,91,N1-L02-091-DF-SL REC FEDERAL-TE-PE,,129,61,62,0%,62,0%,NOR,DF,,
M2,92,N1-L02-092-DF-LOJAS DESEMB LT-TE-PE,,134,66,67,0%,67,0%,NOR,DF,,
M2,93,N1-L02-093-DF-LOJAS DESEMB LT-TE-PE,,149,81,81,0%,81,0%,NOR,DF,,
M2,94,N1-L02-094-DF-LOJAS DESEMB LT-TE-PE,,154,86,86,0%,86,0%,NOR,DF,,
M2,95,N1-L02-095-DF-LOJAS DESEMB LT-TE-PE,,150,82,83,0%,83,0%,NOR,DF,,
M2,96,N1-L02-096-DF-LOJAS DESEMB LT-TE-PE,,152,84,84,0%,84,0%,NOR,DF,,
M2,97,N1-L02-097-DF-SL TEC105-TE-PE,,138,70,68,0%,68,0%,NOR,DF,,
M2,99,N1-L02-099-DF-WC001-TE-PE,,134,66,66,0%,66,0%,NOR,DF,,
M2,100,N1-L02-100-DF-WC001-TE-PE,,131,63,63,0%,64,0%,NOR,DF,,
M2,101,N1-L02-101-DF-WC001-TE-PE,,150,82,83,0%,83,0%,NOR,DF,,
M2,102,N1-L02-102-DF-LOJAS DESEMB LT-TE-PE,,150,82,82,0%,82,0%,NOR,DF,,
M2,103,N1-L02-103-DF-CORREDOR BAGAGEM -TE-PE,,138,70,70,0%,70,0%,NOR,DF,,
M2,105,N1-L02-105-DF-CIRCULACAO-TE-PE,,135,67,67,0%,67,0%,NOR,DF,,
M2,106,N1-L02-106-DF-X-TE-PE,,133,65,65,0%,68,0%,NOR,DF,,
M2,107,N1-L02-107-DF-CIRCULACAO-TE-PE,,144,76,77,0%,189,100%,NOR,DF,,
M2,109,N1-L02-109-DF-ESC ROLANTE-TE-PE,,142,74,74,0%,74,0%,NOR,DF,,
M2,111,N1-L02-111-DF-ESC ROLANTE-TE-PE,,154,86,87,0%,0,0%,NOR,DF,,
M2,112,N1-L02-112-DF-X-TE-PE,,145,77,77,0%,77,0%,NOR,DF,,
M2,114,N1-L02-114-DF- DESEMB LT-TE-PE,,142,74,74,0%,74,0%,NOR,DF,,
M2,115,N1-L02-115-DF- DESEMB LT-TE-PE,,146,78,78,0%,79,0%,NOR,DF,,
M2,116,N1-L02-116-DF- DESEMB LT-TE-PE,,143,75,75,0%,76,0%,NOR,DF,,
M2,118,N1-L02-118-DF-SALA TECNICA 105-1P-PE,,144,76,77,0%,0,0%,NOR,DF,,
M2,119,N1-L02-119-DF-SALA TECNICA 105-1P-PE,,144,76,76,0%,79,100%,NOR,DF,,
M2,120,N1-L02-120-DF- DESEMB LT-TE-PE,,145,77,76,0%,208,100%,NOR,DF,,
M2,123,N1-L02-123-DF-CORREDOR BAGAGEM -TE-PE,,139,71,71,0%,73,0%,NOR,DF,,
M2,124,N1-L02-124-DF- DESEMB LT-TE-PE,,142,74,74,0%,74,0%,NOR,DF,,
M2,125,N1-L02-125-DF-DESEMB LT-TE-PE,,136,68,70,0%,177,100%,NOR,DF,,
M2,126,N1-L02-126-DF- DESEMB LT-TE-PE,,139,71,70,0%,115,60%,NOR,DF,,
M2,128,N1-L02-128-DF- DESEMB LT-TE-PE,,137,69,69,0%,69,0%,NOR,DF,,
M2,130,N1-L02-130-DF-X-TE-PE,,127,59,60,0%,61,0%,NOR,DF,,
M2,131,N1-L02-131-DF-ESC ROLANTE-TE-PE,,130,62,62,0%,62,0%,NOR,DF,,
M2,132,N1-L02-132-DF-CIRCULACAO-TE-PE,,142,74,76,0%,77,4%,NOR,DF,,
M2,134,N1-L02-134-DF-X-TE-PE,,142,74,74,0%,74,0%,NOR,DF,,
M2,135,N1-L02-135-DF-WC-TE-PE,,132,64,64,0%,65,0%,NOR,DF,,
M2,137,N1-L02-137-DF-ANVISA-TE-PE,,133,65,66,0%,66,0%,NOR,DF,,
M2,138,N1-L02-138-DF-ANVISA-TE-PE,,146,78,76,0%,81,4%,NOR,DF,,
M2,139,N1-L02-139-DF-AGM MIN AGRICULTURA-TE-,,134,66,66,0%,66,0%,NOR,DF,,
M2,140,N1-L02-140-DF-AGM MIN AGRICULTURA-TE-,,147,79,79,0%,79,0%,NOR,DF,,
M2,141,N1-L02-141-DF-ANAC ATEND PUBLICO-TE-P,,150,82,82,0%,82,0%,NOR,DF,,
M2,142,N1-L02-142-DF-ANAC ATEND PUBLICO-TE-P,,148,80,81,0%,97,20%,NOR,DF,,
M2,143,N1-L02-143-DF-CORREDOR BAGAGEM-TE-PE,,136,68,69,0%,69,0%,NOR,DF,,
M2,144,N1-L02-144-DF-CORREDOR BAGAGEM-TE-PE,,150,82,82,0%,82,0%,NOR,DF,,
M2,145,N1-L02-145-DF-SL DISPONIVEL-TE-PE,,132,64,65,0%,131,100%,NOR,DF,,
M2,146,N1-L02-146-DF-SL DISPONIVEL-TE-PE,,128,60,60,0%,60,0%,NOR,DF,,
M2,147,N1-L02-147-DF-RECEPCAO-TE-PE,,155,87,88,0%,88,0%,NOR,DF,,
M2,148,N1-L02-148-DF-CORREDOR WC-TE-PE,,154,86,86,0%,87,100%,NOR,DF,,
M2,149,N1-L02-149-DF-CORREDOR WC-TE-PE,,133,65,65,0%,65,0%,NOR,DF,,
M2,150,N1-L02-150-DF-WC-TE-PE,,139,71,71,0%,74,100%,NOR,DF,,
M2,151,N1-L02-151-DF-WC-TE-PE,,149,81,82,0%,136,100%,NOR,DF,,
M2,152,N1-L02-152-DF-WC-TE-PE,,130,62,62,0%,64,0%,NOR,DF,,
M2,153,N1-L02-153-DF-WC-TE-PE,,138,70,70,0%,182,100%,NOR,DF,,
M2,154,N1-L02-154-DF-CORREDOR BAGAGEM-TE-PE,,140,72,71,0%,139,80%,NOR,DF,,
M2,155,N1-L02-155-DF-CORREDOR BAGAGEM-TE-PE,,150,82,82,0%,255,100%,NOR,DF,,
M2,156,N1-L02-156-DF-AGM MIN AGRICULTURA-TE-,,148,80,81,0%,83,0%,NOR,DF,,
M2,157,N1-L02-157-DF-AGM MIN AGRICULTURA-TE-,,136,68,68,0%,75,8%,NOR,DF,,
M2,160,N1-L02-160-DF-AGM MIN AGRICULTURA-TE-,,134,66,66,0%,68,100%,NOR,DF,,
M2,161,N1-L02-161-DF-ESC ANVISA-TE-PE,,132,64,64,0%,64,0%,NOR,DF,,
M2,162,N1-L02-162-DF-CORREDOR WC-TE-PE,,140,72,72,0%,74,100%,NOR,DF,,
M2,163,N1-L02-163-DF-CORREDOR WC-TE-PE,,142,74,74,0%,75,0%,NOR,DF,,
M2,164,N1-L02-164-DF-WC-TE-PE,,130,62,62,0%,62,0%,NOR,DF,,
M2,165,N1-L02-165-DF-WC-TE-PE,,140,72,73,0%,78,4%,NOR,DF,,
M2,166,N1-L02-166-DF-SALA REVERSIVEL-TE-PE,,143,75,78,4%,78,0%,NOR,DF,,
M2,167,N1-L02-167-DF-SL REVERSIVEL-TE-PE,,129,61,61,0%,217,100%,NOR,DF,,
M2,169,N1-L02-169-DF-LOJA DESEMB LADO AR-TE-,,152,84,84,0%,86,0%,NOR,DF,,
M2,170,N1-L02-170-DF-LOJA DESEMB LADO AR-TE-,,124,56,57,0%,57,0%,NOR,DF,,
M2,173,N1-L02-173-DF-LOJA DESEMB LT-TE-PE,,132,64,64,0%,65,0%,NOR,DF,,
M2,174,N1-L02-174-DF-CIRCULACAO-TE-PE,,128,60,60,0%,60,0%,NOR,DF,,
M2,176,N1-L02-176-DF-SL DESEMB INTER-TE-PE,,124,56,56,0%,75,20%,NOR,DF,,
M2,184,N1-L02-184-DF-SL DESEMB DOMESTICO-TE-,,134,66,66,0%,71,4%,NOR,DF,,
M2,185,N1-L02-185-DF-SL DESEMB DOMESTICO-TE-,,133,65,66,0%,66,0%,NOR,DF,,
M2,186,N1-L02-186-DF-SL DESEMB DOMESTICO-TE-,,143,75,75,0%,75,0%,NOR,DF,,
M2,198,N1-L02-198-DF-SL AR CONDICIONADO-TE-P,,142,74,74,0%,255,100%,NOR,DF,,
M2,199,N1-L02-199-DF-AREA TECNICA-TE-PE,,117,49,49,0%,56,8%,NOR,DF,,
M2,200,N1-L02-200-DF-AREA TECNICA-TE-PE,,147,79,79,0%,79,0%,NOR,DF,,
M2,201,N1-L02-201-DF-AREA TECNICA-TE-PE,,143,75,79,4%,79,4%,NOR,DF,,
M2,202,N1-L02-202-DF-AREA TECNICA-TE-PE,,146,78,78,0%,78,0%,NOR,DF,,
M2,208,N1-L02-208-DF-AREA TECNICA-TE-PE,,154,86,86,0%,87,0%,NOR,DF,,
M2,209,N1-L02-209-DF-AREA TECNICA-TE-PE,,134,66,64,0%,255,100%,NOR,DF,,
M2,212,N1-L02-212-DF-AREA TECNICA-TE-PE,,128,60,60,0%,61,0%,NOR,DF,,
M2,215,N1-L02-215-DF-TE-PE,,130,62,62,0%,65,0%,NOR,DF,,
M2,216,N1-L02-216-DF-TE-PE,,150,82,79,0%,132,72%,NOR,DF,,
M2,217,N1-L02-217-DF-TE-PE,,130,62,63,0%,63,0%,NOR,DF,,
M2,220,N1-L02-220-DF-TE-PE,,143,75,75,0%,98,32%,NOR,DF,,
M2,222,N1-L02-222-DF-WC ANVISA-TE-PE,,126,58,58,0%,58,0%,NOR,DF,,
M2,223,N1-L02-223-DF-WC ANVISA-TE-PE,,162,94,92,0%,98,4%,NOR,DF,,
M2,224,N1-L02-224-DF-WC ANVISA-TE-PE,,140,72,72,0%,72,0%,NOR,DF,,
M2,225,N1-L02-225-DF-WC ANVISA-TE-PE,,138,70,71,0%,71,0%,NOR,DF,,
M2,226,N1-L02-226-DF-ANVISA-TE-PE,,138,70,71,0%,87,20%,NOR,DF,,
M2,227,N1-L02-227-DF-ANVISA-TE-PE,,137,69,69,0%,73,4%,NOR,DF,,
M2,228,N1-L02-228-DF-MIN AGRICULTURA-TE-PE,,131,63,63,0%,67,4%,NOR,DF,,
M2,229,N1-L02-229-DF-MIN AGRICULTURA-TE-PE,,136,68,68,0%,72,4%,NOR,DF,,
M2,230,N1-L02-230-DF-MIN AGRICULTURA-TE-PE,,138,70,70,0%,72,0%,NOR,DF,,
M2,232,N1-L02-232-DF-ANAC ATEND PUBLICO-TE-P,,141,73,73,0%,74,0%,NOR,DF,,
M2,233,N1-L02-233-DF-ANAC ATEND PUBLICO-TE-P,,147,79,79,0%,79,0%,NOR,DF,,
M2,234,N1-L02-234-DF-PROXIMO ACHADOS PERD-TE,,139,71,71,0%,72,0%,NOR,DF,,
M2,235,N1-L02-235-DF-ACHADOS E PERDIDOS-TE-P,,140,72,73,0%,74,0%,NOR,DF,,
M2,236,N1-L02-236-DF-ACHADOS E PERDIDOS-TE-P,,147,79,79,0%,87,8%,NOR,DF,,
M2,238,N1-L02-238-DF-ACHADOS E PERDIDOS-TE-P,,117,49,50,0%,50,0%,NOR,DF,,
M2,239,N1-L02-239-DF-ACHADOS E PERDIDOS-TE-P,,145,77,77,0%,93,20%,NOR,DF,,
M2,241,N1-L02-241-DF-WC001-TE-PE,,152,84,84,0%,84,0%,NOR,DF,,
M2,242,N1-L02-242-DF-DF-WC001TE-PE,,132,64,64,0%,64,0%,NOR,DF,,
M2,249,N1-L02-249-DF-MIN AGRICULTURA-TE-PE,,144,76,76,0%,76,0%,NOR,DF,,
M2,250,N1-L02-250-DF-MIN AGRICULTURA-TE-PE,,137,69,69,0%,69,0%,NOR,DF,,
M3,1,N1-L03-001-DF-CIR001 CORREDOR-TE-PE,,152,84,85,0%,95,12%,NOR,DF,,
M3,2,N1-L03-002-DF-CIR001 CORREDOR-TE-PE,,148,80,82,0%,93,20%,NOR,DF,,
M3,3,N1-L03-003-DF-SALA TECNICA TEL 004-TE,,137,69,69,0%,69,0%,NOR,DF,,
M3,5,N1-L03-005-DF-SALA TECNICA TEL 002-TE,,141,73,73,0%,80,8%,NOR,DF,,
M3,10,N1-L03-010-DF-X-TE-PE,,145,77,77,0%,81,4%,NOR,DF,,
M3,14,N1-L03-014-DF-SALA FF002-TE-PE,,139,71,72,0%,255,100%,NOR,DF,,
M3,15,N1-L03-015-DF-SALA TECNICA TEL 003-TE,,132,64,64,0%,65,0%,NOR,DF,,
M3,16,N1-L03-016-DF-SALA TECNICA TEL 001-TE,,137,69,69,0%,73,4%,NOR,DF,,
M3,18,N1-L03-018-DF-SALA CNV002-TE-PE,,138,70,71,0%,255,100%,NOR,DF,,
M3,19,N1-L03-019-DF-SALA  AUXILIAR 01-TE-PE,,135,67,68,0%,255,100%,NOR,DF,,
M3,20,N1-L03-020-DF-CIRCULACAO-TE-PE,,143,75,74,0%,255,100%,NOR,DF,,
M3,21,N1-L03-021-DF-CIRCULACAO-TE-PE,,136,68,68,0%,85,20%,NOR,DF,,
M3,22,N1-L03-022-DF-CIRCULACAO-TE-PE,,133,65,65,0%,70,4%,NOR,DF,,
M3,23,N1-L03-023-DF-CIRCULACAO-TE-PE,,143,75,75,0%,80,8%,NOR,DF,,
M3,26,N1-L03-026-DF-ELEV SERVICO-TE-PE,,138,70,71,0%,255,100%,NOR,DF,,
M3,27,N1-L03-027-DF-CIRC ESCADA-TE-PE,,146,78,79,0%,255,100%,NOR,DF,,
M3,28,N1-L03-028-DF-CIRC ESCADA-TE-PE,,146,78,78,0%,255,100%,NOR,DF,,
M3,29,N1-L03-029-DF-CORREDOR-TE-PE,,147,79,80,0%,255,100%,NOR,DF,,
M3,34,N1-L03-034-DF-CAG-TE-PE,,145,77,77,0%,255,100%,NOR,DF,,
M3,35,N1-L03-035-DF-CAG-TE-PE,,135,67,67,0%,255,100%,NOR,DF,,
M3,36,N1-L03-036-DF-CAG-TE-PE,,139,71,72,0%,255,100%,NOR,DF,,
M3,38,N1-L03-038-DF-CAG-TE-PE,,137,69,69,0%,255,100%,NOR,DF,,
M3,39,N1-L03-039-DF-CAG-TE-PE,,137,69,69,0%,255,100%,NOR,DF,,
M3,41,N1-L03-041-DF-CAG-TE-PE,,139,71,71,0%,255,100%,NOR,DF,,
M3,42,N1-L03-042-DF-CAG-TE-PE,,142,74,74,0%,255,100%,NOR,DF,,
M3,43,N1-L03-043-DF-CAG-TE-PE,,137,69,69,0%,255,100%,NOR,DF,,
M3,44,N1-L03-044-DF-CAG-TE-PE,,151,83,83,0%,255,100%,NOR,DF,,
M3,45,N1-L03-045-DF-CAG-TE-PE,,146,78,78,0%,255,100%,NOR,DF,,
M3,47,N1-L03-047-DF-CAG-TE-PE,,153,85,85,0%,255,100%,NOR,DF,,
M3,48,N1-L03-048-DF-CAG-TE-PE,,163,95,94,0%,129,52%,NOR,DF,,
M3,49,N1-L03-049-DF-CAG-TE-PE,,132,64,64,0%,64,0%,NOR,DF,,
M3,50,N1-L03-050-DF-RES PRI AGUA CHUVA-TE-P,,143,75,75,0%,255,100%,NOR,DF,,
M3,51,N1-L03-051-DF-CAG-TE-PE,,129,61,61,0%,61,0%,NOR,DF,,
M3,53,N1-L03-053-DF-CAG-TE-PE,,144,76,76,0%,76,0%,NOR,DF,,
M3,54,N1-L03-054-DF-CAG-TE-PE,,138,70,70,0%,70,0%,NOR,DF,,
M3,55,N1-L03-055-DF-SL TECNICA TT2-TE-PE,,140,72,72,0%,73,0%,NOR,DF,,
M3,58,N1-L03-058-DF-CIRCULACAO-TE-PE,,142,74,74,0%,78,4%,NOR,DF,,
M3,59,N1-L03-059-DF-CIRCULACAO-TE-PE,,138,70,70,0%,74,4%,NOR,DF,,
M3,62,N1-L03-062-DF-CORREDOR DEPOSITO-TE-PE,,133,65,65,0%,67,0%,NOR,DF,,
M3,63,N1-L03-063-DF-DEPOSITO 001-TE-PE,,154,86,87,0%,87,0%,NOR,DF,,
M3,64,N1-L03-064-DF-DEPOSITO 002-TE-PE,,128,60,60,0%,61,0%,NOR,DF,,
M3,66,N1-L03-066-DF-DEPOSITO 004-TE-PE,,133,65,65,0%,65,0%,NOR,DF,,
M3,68,N1-L03-068-DF-CORREDOR DEPOSITO-TE-PE,,139,71,71,0%,73,0%,NOR,DF,,
M3,70,N1-L03-070-DF-DEPOSITO 005-TE-PE,,136,68,69,0%,69,0%,NOR,DF,,
M3,71,N1-L03-071-DF-DEPOSITO 006-TE-PE,,130,62,61,0%,68,0%,NOR,DF,,
M3,73,N1-L03-073-DF-DEPOSITO 008-TE-PE,,132,64,64,0%,227,100%,NOR,DF,,
M3,74,N1-L03-074-DF-CORREDOR DEPOSITO-TE-PE,,145,77,77,0%,85,8%,NOR,DF,,
M3,75,N1-L03-075-DF-DEPOSITO 009-TE-PE,,139,71,70,0%,91,24%,NOR,DF,,
M3,76,N1-L03-076-DF-CORREDOR DEPOSITO-TE-PE,,145,77,77,0%,82,8%,NOR,DF,,
M3,78,N1-L03-078-DF-CORREDOR DEPOSITO-TE-PE,,134,66,67,0%,67,0%,NOR,DF,,
M3,79,N1-L03-079-DF-CIRC LOJAS DESEMB-TE-PE,,144,76,77,0%,255,100%,NOR,DF,,
M3,80,N1-L03-080-DF-CIRC LOJAS DESEMB-TE-PE,,134,66,68,0%,68,0%,NOR,DF,,
M3,81,N1-L03-081-DF-CIRC LOJAS DESEMB-TE-PE,,136,68,70,0%,84,20%,NOR,DF,,
M3,82,N1-L03-082-DF-CIRC LOJAS DESEMB-TE-PE,,133,65,65,0%,65,0%,NOR,DF,,
M3,84,N1-L03-084-DF-CIRC LOJAS DESEMB-TE-PE,,142,74,74,0%,74,0%,NOR,DF,,
M3,85,N1-L03-085-DF-CIRC LOJAS DESEMB-TE-PE,,130,62,62,0%,62,0%,NOR,DF,,
M3,86,N1-L03-086-DF-CIRC LOJAS DESEMB-TE-PE,,139,71,71,0%,72,0%,NOR,DF,,
M3,90,N1-L03-090-DF-GAR001 DEPOSITO-TE-PE,,131,63,62,0%,72,8%,NOR,DF,,
M3,94,N1-L03-094-DF-SL TECNICA TT2-TE-PE,,127,59,63,4%,63,4%,NOR,DF,,
M3,95,N1-L03-095-DF-SL TECNICA TT2-TE-PE,,118,50,49,0%,50,0%,NOR,DF,,
M3,96,N1-L03-096-DF-FF001-TE-PE,,145,77,78,0%,107,40%,NOR,DF,,
M3,98,N1-L03-098-DF-WC POLICIA CIVIL-TE-PE,,132,64,65,0%,65,0%,NOR,DF,,
M3,100,N1-L03-100-DF-CIRC LOJAS DESEMB-TE-PE,,145,77,78,0%,78,0%,NOR,DF,,
M3,102,N1-L03-102-DF-CIRC LOJAS DESEMB-TE-PE,,141,73,74,0%,74,0%,NOR,DF,,
M3,104,N1-L03-104-DF-WC FEM ATEN HOSPITAL-TE,,138,70,70,0%,73,0%,NOR,DF,,
M3,105,N1-L03-105-DF-WC MAS ATEN HOSPITAL-TE,,138,70,70,0%,70,0%,NOR,DF,,
M3,107,N1-L03-107-DF-POLICIA CIVIL-TE-PE,,133,65,66,0%,70,4%,NOR,DF,,
M3,109,N1-L03-109-DF-POLICIA CIVIL-TE-PE,,140,72,72,0%,100,40%,NOR,DF,,
M3,110,N1-L03-110-DF-POLICIA CIVIL-TE-PE,,148,80,80,0%,84,4%,NOR,DF,,
M3,111,N1-L03-111-DF-POLICIA CIVIL-TE-PE,,130,62,63,0%,67,4%,NOR,DF,,
M3,113,N1-L03-113-DF-POLICIA CIVIL-TE-PE,,141,73,73,0%,82,12%,NOR,DF,,
M3,114,N1-L03-114-DF-POLICIA CIVIL-TE-PE,,144,76,76,0%,78,0%,NOR,DF,,
M3,115,N1-L03-115-DF-POLICIA CIVIL-TE-PE,,140,72,72,0%,221,100%,NOR,DF,,
M3,119,N1-L03-119-DF-POLICIA CIVIL-TE-PE,,136,68,69,0%,76,8%,NOR,DF,,
M3,121,N1-L03-121-DF-POLICIA CIVIL-TE-PE,,140,72,72,0%,72,0%,NOR,DF,,
M3,122,N1-L03-122-DF-POLICIA CIVIL-TE-PE,,146,78,78,0%,80,0%,NOR,DF,,
M3,124,N1-L03-124-DF-REFEITORIO 01-TE-PE,,135,67,67,0%,80,16%,NOR,DF,,
M3,125,N1-L03-125-DF-REFEITORIO 01-TE-PE,,140,72,72,0%,221,100%,NOR,DF,,
M3,126,N1-L03-126-DF-CIRC LOJAS DESEMB-TE-PE,,134,66,67,0%,67,0%,NOR,DF,,
M3,128,N1-L03-128-DF-REFEITORIO 01-TE-PE,,144,76,76,0%,80,4%,NOR,DF,,
M3,129,N1-L03-129-DF-REFEITORIO 01-TE-PE,,145,77,78,0%,112,48%,NOR,DF,,
M3,130,N1-L03-130-DF-REFEITORIO 01-TE-PE,,139,71,71,0%,77,100%,NOR,DF,,
M3,131,N1-L03-131-DF-REFEITORIO 01-TE-PE,,145,77,89,16%,151,100%,NOR,DF,,
M3,132,N1-L03-132-DF-REFEITORIO 01-TE-PE,,136,68,68,0%,78,12%,NOR,DF,,
M3,133,N1-L03-133-DF-REFEITORIO 01-TE-PE,,138,70,70,0%,128,100%,NOR,DF,,
M3,134,N1-L03-134-DF-REFEITORIO 01-TE-PE,,133,65,65,0%,66,0%,NOR,DF,,
M3,135,N1-L03-135-DF-REFEITORIO 01-TE-PE,,139,71,72,0%,113,60%,NOR,DF,,
M3,136,N1-L03-136-DF-REFEITORIO 01-TE-PE,,138,70,70,0%,75,4%,NOR,DF,,
M3,137,N1-L03-137-DF-REFEITORIO 01-TE-PE,,142,74,75,0%,105,44%,NOR,DF,,
M3,139,N1-L03-139-DF-POLICIA CIVIL-TE-PE,,143,75,75,0%,255,100%,NOR,DF,,
M3,140,N1-L03-140-DF-POLICIA CIVIL-TE-PE,,140,72,73,0%,73,0%,NOR,DF,,
M3,141,N1-L03-141-DF-POLICIA CIVIL-TE-PE,,136,68,68,0%,255,100%,NOR,DF,,
M3,142,N1-L03-142-DF-POLICIA CIVIL-TE-PE,,132,64,64,0%,71,8%,NOR,DF,,
M3,143,N1-L03-143-DF-POLICIA CIVIL-TE-PE,,148,80,79,0%,172,100%,NOR,DF,,
M3,144,N1-L03-144-DF-ENTRADA POLICIA CIVI-TE,,137,69,69,0%,73,4%,NOR,DF,,
M3,145,N1-L03-145-DF-ENTRADA POLICIA CIVI-TE,,145,77,77,0%,120,60%,NOR,DF,,
M3,146,N1-L03-146-DF-CIRC LOJAS DESEMB-TE-PE,,151,83,84,0%,85,0%,NOR,DF,,
M3,147,N1-L03-147-DF-CIRC LOJAS DESEMB-TE-PE,,134,66,67,0%,69,0%,NOR,DF,,
M3,149,N1-L03-149-DF-WC 03 P MILITAR -TE-PE,,142,74,74,0%,75,0%,NOR,DF,,
M3,150,N1-L03-150-DF-WC 03 P MILITAR -TE-PE,,133,65,64,0%,116,68%,NOR,DF,,
M3,151,N1-L03-151-DF-SALA TECNICA 013-TE-PE,,149,81,81,0%,81,0%,NOR,DF,,
M3,152,N1-L03-152-DF-CIRC LOJAS DESEMB-TE-TE,,128,60,60,0%,61,0%,NOR,DF,,
M3,154,N1-L03-154-DF-CIRC LOJAS DESEMB-TE-TE,,148,80,81,0%,82,0%,NOR,DF,,
M3,156,N1-L03-156-DF-CIRC LOJAS DESEMB-TE-TE,,142,74,74,0%,74,0%,NOR,DF,,
M3,157,N1-L03-157-DF-CIRC LOJAS DESEMB-TE-TE,,147,79,80,0%,82,0%,NOR,DF,,
M3,159,N1-L03-159-DF-SALA 02 SINDICATOS -TE-,,132,64,64,0%,72,8%,NOR,DF,,
M3,160,N1-L03-160-DF-SALA 02 SINDICATOS-TE-P,,129,61,63,0%,64,0%,NOR,DF,,
M3,161,N1-L03-161-DF-SALA 01 SINDICATOS-TE-P,,141,73,73,0%,76,4%,NOR,DF,,
M3,162,N1-L03-162-DF-SALA 01 SINDICATOS-TE-P,,149,81,81,0%,87,4%,NOR,DF,,
M3,163,N1-L03-163-DF- SALA EXPURGO-TE-PE,,139,71,71,0%,71,0%,NOR,DF,,
M3,164,N1-L03-164-DF-SALA EXPURGO-TE-PE,,138,70,70,0%,70,0%,NOR,DF,,
M3,167,N1-L03-167-DF-SL RESIDUO INFECTANT-TE,,118,50,50,0%,54,4%,NOR,DF,,
M3,168,N1-L03-168-DF-SL RESIDUO INFECTANT-TE,,124,56,56,0%,56,0%,NOR,DF,,
M3,169,N1-L03-169-DF-ATENDIMEN HOSPITALAR-TE,,151,83,83,0%,109,32%,NOR,DF,,
M3,170,N1-L03-170-DF-ATENDIMEN HOSPITALAR-TE,,122,54,54,0%,73,24%,NOR,DF,,
M3,171,N1-L03-171-DF-ATENDIMEN HOSPITALAR-TE,,144,76,76,0%,255,100%,NOR,DF,,
M3,172,N1-L03-172-DF-ATENDIMEN HOSPITALAR-TE,,139,71,73,0%,78,8%,NOR,DF,,
M3,173,N1-L03-173-DF-ATENDIMEN HOSPITALAR-TE,,126,58,57,0%,67,8%,NOR,DF,,
M3,174,N1-L03-174-DF-ATENDIMEN HOSPITALAR-TE,,125,57,57,0%,59,0%,NOR,DF,,
M3,175,N1-L03-175-DF-WC FEM ATEN HOSPITAL-TE,,145,77,77,0%,255,100%,NOR,DF,,
M3,177,N1-L03-177-DF-SL PRIMEIROS SOCORRO-TE,,119,51,51,0%,56,4%,NOR,DF,,
M3,178,N1-L03-178-DF-SL PRIMEIROS SOCORRO-TE,,129,61,61,0%,86,32%,NOR,DF,,
